"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"1","10325728","101954456","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-12-07","","","",""
"2","10300086","101792890","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-04-03","","","",""
"3","10300086","101883662","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23","2008-08-14","S - Significant","Corrected During Inspection","",""
"4","10300071","101792827","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-04-03","","","",""
"5","10300071","101883665","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g)","2008-08-14","M - Minor","Notice to Comply","",""
"6","9348578","101786828","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2008-03-27","","","",""
"7","9348578","101878584","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2008-08-12","","","",""
"8","9348578","101893097","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2008-09-04","","","",""
"9","9013060","101803385","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2008-04-21","","","",""
"10","9013060","101887977","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2008-08-26","","","",""
"11","9013060","101956122","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2008-12-08","","","",""
"12","10318628","101909985","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","Operator fail to provide washroom supplies","2008-09-24","S - Significant","Corrected During Inspection","",""
"13","10318628","101909985","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","Operator fail to provide hand washing supplies","2008-09-24","S - Significant","Corrected During Inspection","",""
"14","9000031","101843628","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2008-06-19","","","",""
"15","9000031","101843630","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to provide washroom supplies","2008-06-19","S - Significant","Corrected During Inspection","",""
"16","9000031","101843630","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to provide proper equipment","2008-06-19","M - Minor","Notice to Comply","",""
"17","9000031","101843630","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to properly wash equipment","2008-06-19","M - Minor","Notice to Comply","",""
"18","9000031","101906623","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2008-09-22","","","",""
"19","9000046","101802884","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2008-04-21","M - Minor","Notice to Comply","",""
"20","9000046","101802884","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2008-04-21","M - Minor","Notice to Comply","",""
"21","9000046","101802884","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2008-04-21","M - Minor","Notice to Comply","",""
"22","9000046","101908236","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2008-09-25","M - Minor","Notice to Comply","",""
"23","9000046","101908236","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2008-09-25","M - Minor","Notice to Comply","",""
"24","9016832","101768095","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2008-02-25","","","",""
"25","9016832","101916288","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2008-10-08","","","",""
"26","9043776","101759787","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to provide proper equipment","2008-02-11","M - Minor","Notice to Comply","",""
"27","9043776","101858170","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly wash equipment","2008-07-15","M - Minor","Notice to Comply","",""
"28","9043776","101858170","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to provide proper equipment","2008-07-15","M - Minor","Notice to Comply","",""
"29","10284603","101845020","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2008-06-24","C - Crucial","Notice to Comply","",""
"30","10284603","101845021","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2008-07-04","","","",""
"31","10284603","101916229","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash surfaces in rooms","2008-12-22","M - Minor","Notice to Comply","",""
"32","10284603","101916229","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash equipment","2008-12-22","M - Minor","Notice to Comply","",""
"33","10284603","101916229","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to provide proper equipment","2008-12-22","M - Minor","Notice to Comply","",""
"34","10294608","101752343","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2008-01-25","M - Minor","Notice to Comply","",""
"35","10294608","101752343","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2008-01-25","M - Minor","Notice to Comply","",""
"36","10294608","101903629","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2008-09-18","M - Minor","Notice to Comply","",""
"37","10294608","101903629","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2008-09-18","M - Minor","Notice to Comply","",""
"38","10325721","101954427","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-12-07","","","",""
"39","10300069","101792817","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-04-03","","","",""
"40","10300069","101953665","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-12-07","","","",""
"41","10300066","101792797","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2008-04-03","","","",""
"42","10300066","101883689","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23","2008-08-14","S - Significant","Corrected During Inspection","",""
"43","10300066","101883689","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","Employee fail to wear headgear while working with food O. Reg  562/90 Sec. 65(1)(d)","2008-08-14","M - Minor","Notice to Comply","",""
"44","10300066","101883689","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g)","2008-08-14","M - Minor","Notice to Comply","",""
"45","10300083","101792880","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-04-08","","","",""
"46","10300083","101882548","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-08-14","","","",""
"47","10300083","101953659","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2008-12-07","S - Significant","Corrected During Inspection","",""
"48","10300065","101796595","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-04-03","","","",""
"49","10300065","101883695","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23","2008-08-14","S - Significant","Corrected During Inspection","",""
"50","10300065","101883695","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2008-08-14","S - Significant","Corrected During Inspection","",""
"51","10300065","101883695","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2008-08-14","M - Minor","Notice to Comply","",""
"52","10300063","101796576","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-04-03","","","",""
"53","10300063","101883663","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2008-08-14","","","",""
