"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"1","9008018","102067592","'K' STORE","Food Store (Convenience/Variety)","99 CARLTON ST","43.66205","-79.37747","Pass","1","","2009-05-13","","","",""
"2","10325728","102055094","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-23","","","",""
"3","10334786","102045283","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2009-04-06","C - Crucial","Notice to Comply","",""
"4","10334786","102045283","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2009-04-06","C - Crucial","Notice to Comply","",""
"5","10334786","102045284","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-09","","","",""
"6","10334786","102134539","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2009-09-23","C - Crucial","Notice to Comply","",""
"7","10334786","102134870","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-09-24","","","",""
"8","10300086","102044141","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-07","","","",""
"9","10334795","102045334","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-06","","","",""
"10","10300071","102044142","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-07","","","",""
"11","10300071","102134620","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-09-23","","","",""
"12","10334585","102044198","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-07","","","",""
"13","10334585","102136029","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-09-23","","","",""
"14","10349216","102135002","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-09-23","","","",""
"15","9348578","102039077","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2009-03-27","","","",""
"16","9348578","102163657","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2009-11-10","","","",""
"17","9013060","102025834","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2009-03-09","","","",""
"18","9013060","102119356","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2009-05-28","","","",""
"19","9013060","102145626","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2009-10-07","","","",""
"20","10318628","102063789","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2009-05-07","","","",""
"21","10318628","102141651","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2009-10-02","","","",""
"22","9000031","102006973","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2009-02-06","","","",""
"23","9000031","102110735","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2009-08-17","","","",""
"24","9000031","102133437","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2009-08-12","","","",""
"25","9000046","101988773","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2009-01-06","M - Minor","Notice to Comply","",""
"26","9000046","101988773","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2009-01-06","M - Minor","Notice to Comply","",""
"27","9000046","101988773","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2009-01-06","M - Minor","Notice to Comply","",""
"28","9000046","102119856","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2009-09-01","M - Minor","Notice to Comply","",""
"29","9016832","102063854","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to provide adequate lighting","2009-05-19","M - Minor","Notice to Comply","",""
"30","9016832","102063854","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly wash equipment","2009-05-19","M - Minor","Notice to Comply","",""
"31","9016832","102063854","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to provide proper equipment","2009-05-19","M - Minor","Notice to Comply","",""
"32","9016832","102121736","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to provide adequate lighting","2009-08-11","M - Minor","Notice to Comply","",""
"33","9016832","102121736","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH CLOTH ROLLER TOWEL, PAPER TOWELS, SINGLE SERVICE TOWELS OR DRYER O. REG  562/90 SEC. 68(3)(E)","2009-08-11","S - Significant","Corrected During Inspection","",""
"34","9016832","102121736","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","OPERATOR FAIL TO ENSURE CRACKED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2009-08-11","S - Significant","Corrected During Inspection","",""
"35","9016832","102121736","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2009-08-11","M - Minor","Notice to Comply","",""
"36","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14)","2009-01-29","S - Significant","Notice to Comply","",""
"37","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly wash equipment","2009-01-29","M - Minor","Notice to Comply","",""
"38","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to provide washroom supplies","2009-01-29","S - Significant","Notice to Comply","",""
"39","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2009-01-29","C - Crucial","Notice to Comply","",""
"40","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly maintain rooms","2009-01-29","M - Minor","Notice to Comply","",""
"41","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly wash surfaces in rooms","2009-01-29","M - Minor","Notice to Comply","",""
"42","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to maintain room(s) free of animals","2009-01-29","S - Significant","Notice to Comply","",""
"43","9043776","102001721","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to use proper utensils to ensure food safety","2009-01-29","S - Significant","Notice to Comply","",""
"44","9043776","102001842","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2009-02-02","","","",""
"45","10284603","102039063","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash equipment","2009-03-30","M - Minor","Notice to Comply","",""
"46","10284603","102039063","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2009-03-30","C - Crucial","Notice to Comply","",""
"47","10284603","102039399","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2009-04-01","","","",""
"48","10284603","102154671","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator must ensure to provide the Food Safety Inspection Report(s) relating to the currently posted food safety inspection notice when requested by any person. Muncipal Code Chapter 545 Sec. 5G(5)","2009-10-27","NA - Not Applicable","Notice to Comply","",""
"49","10349645","102138137","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","","2009-09-25","","","",""
"50","10349645","102180501","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","","2009-12-16","","","",""
"51","10294608","101993178","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2009-02-10","M - Minor","Notice to Comply","",""
"52","10294608","101993178","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","USE EQUIPMENT NOT FREE FROM CRACKS IN CONTACT WITH FOOD O. REG  562/90 SEC. 19(1)(B)","2009-02-10","S - Significant","Corrected During Inspection","",""
"53","10294608","102140673","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2009-09-30","M - Minor","Notice to Comply","",""
"54","10294608","102140673","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2009-09-30","M - Minor","Notice to Comply","",""
"55","10325721","102055096","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATOR FAIL TO ENSURE CRACKED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2009-04-23","S - Significant","Corrected During Inspection","",""
"56","10300069","102044250","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-06","","","",""
"57","10300066","102044331","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2009-04-06","","","",""
"58","10300066","102136041","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2009-09-23","","","",""
"59","10300083","102044123","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Fail to protect food from contamination or adulteration O. Reg  562/90 Sec. 26","2009-04-07","C - Crucial","Notice to Comply","",""
"60","10300083","102044123","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2009-04-07","C - Crucial","Notice to Comply","",""
"61","10300083","102044123","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2009-04-07","C - Crucial","Notice to Comply","",""
"62","10300083","102044306","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-04-08","","","",""
"63","10300083","102113808","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to use proper utensils to ensure food safety","2009-08-19","S - Significant","Notice to Comply","",""
"64","10300083","102113808","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2009-08-19","C - Crucial","Notice to Comply","",""
"65","10300083","102113810","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2009-08-20","","","",""
