"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"11","10500438","104090428","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Fail to Hold a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(b)","2017-11-30","NA - Not Applicable","Notice to Comply","",""
"12","10500438","104090428","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Operator fail to properly maintain equipment","2017-11-30","S - Significant","Notice to Comply","",""
"13","10500438","104090428","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Food handler fail to wear headgear","2017-11-30","M - Minor","Notice to Comply","",""
"14","10500438","104090428","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Operator fail to properly wash equipment","2017-11-30","M - Minor","Notice to Comply","",""
"15","10325728","103979470","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-05-31","S - Significant","Corrected During Inspection","",""
"16","10325728","104022822","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-07-27","S - Significant","Corrected During Inspection","",""
"17","10556602","103998581","100% Korean","Food Take Out","4779 STEELES AVE E","43.82529","-79.29867","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2017-06-30","M - Minor","Notice to Comply","",""
"18","10556602","103998581","100% Korean","Food Take Out","4779 STEELES AVE E","43.82529","-79.29867","Pass","2","Food handler fail to wear headgear","2017-06-30","M - Minor","Notice to Comply","",""
"19","10588973","103928110","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","","2017-02-15","","","",""
"20","10588973","104036515","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","","2017-11-09","","","",""
"21","10588973","104036516","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH WASTE RECEPTACLE O. REG  562/90 SEC. 68(3)(D)","2017-08-21","S - Significant","Corrected During Inspection","",""
"22","10588973","104036516","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-08-21","S - Significant","Corrected During Inspection","",""
"23","10356847","104107840","1000 VARIETY","Food Store (Convenience/Variety)","1000 PAPE AVE","43.68829","-79.34863","Pass","1","Operator fail to properly maintain equipment","2017-12-08","S - Significant","Notice to Comply","",""
"24","10356847","104107840","1000 VARIETY","Food Store (Convenience/Variety)","1000 PAPE AVE","43.68829","-79.34863","Pass","1","Operator fail to properly maintain rooms","2017-12-08","M - Minor","Notice to Comply","",""
"25","10356847","104107848","1000 VARIETY","Food Store (Convenience/Variety)","1000 PAPE AVE","43.68829","-79.34863","Pass","1","","2017-12-13","","","",""
"26","10365046","103979292","106 - BALL PARKS FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-05-31","S - Significant","Corrected During Inspection","",""
"27","10365046","104021145","106 - BALL PARKS FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"28","10334786","103979295","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2017-05-31","M - Minor","Notice to Comply","",""
"29","10334786","103979295","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash surfaces in rooms","2017-05-31","M - Minor","Notice to Comply","",""
"30","10334786","104019798","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2017-07-27","S - Significant","Corrected During Inspection","",""
"31","10334786","104019798","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2017-07-27","S - Significant","Corrected During Inspection","",""
"32","10334786","104019798","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2017-07-27","M - Minor","Notice to Comply","",""
"33","10334786","104019798","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2017-07-27","M - Minor","Notice to Comply","",""
"34","10441981","103948244","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2017-04-12","","","",""
"35","10441981","104037997","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2017-08-28","","","",""
"36","10441981","104085893","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2017-11-03","","","",""
"37","10431055","103979328","112-GARRISON CREEK FLAT GRILL","Hot Dog Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-05-31","","","",""
"38","10431055","104019829","112-GARRISON CREEK FLAT GRILL","Hot Dog Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"39","10300086","103979349","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-06-01","S - Significant","Corrected During Inspection","",""
"40","10300086","103979349","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2017-06-01","M - Minor","Notice to Comply","",""
"41","10300086","104019813","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"42","10531049","103979340","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2017-05-31","","","",""
"43","10531049","104019801","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2017-07-27","","","",""
"44","10417459","103979358","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-05-31","","","",""
"45","10417459","104019814","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"46","10334795","103979320","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Fail to Produce Most Recent Food Safety Inspection Report(s). Muncipal Code Chapter 545-157(E)(5)","2017-05-31","NA - Not Applicable","Notice to Comply","",""
"47","10334795","104019856","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"48","10535140","103979375","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2017-05-31","S - Significant","Corrected During Inspection","",""
"49","10535140","104019836","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"50","10589964","103935456","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","","2017-03-20","","","",""
"51","10300071","103979393","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-05-31","","","",""
"52","10300071","104019823","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2017-07-27","S - Significant","Corrected During Inspection","",""
"53","10445478","103979303","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATOR FAIL TO ENSURE SINGLE-SERVICE CONTAINERS KEPT IN MANNER PREVENTING CONTAMINATION O. REG  562/90 SEC. 59(D)","2017-05-31","S - Significant","Corrected During Inspection","",""
"54","10445478","104019849","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"55","10334585","103979305","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-05-31","","","",""
"56","10334585","104019850","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(a)","2017-07-27","NA - Not Applicable","Notice to Comply","",""
"57","10334585","104019850","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Use utensils not of corrosion-resistant material to handle food O. Reg  562/90 Sec. 24","2017-07-27","S - Significant","Corrected During Inspection","",""
"58","10349216","103979307","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Fail to Produce Most Recent Food Safety Inspection Report(s). Muncipal Code Chapter 545-157(E)(5)","2017-05-31","NA - Not Applicable","Notice to Comply","",""
"59","10349216","104019851","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"60","10566372","104019443","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Fail to Produce Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(c)","2017-07-27","NA - Not Applicable","Notice to Comply","",""
"61","10494074","103979336","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-05-31","","","",""
"62","10494074","104019871","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"63","9348578","103932740","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to properly wash surfaces in rooms","2017-03-20","M - Minor","Notice to Comply","",""
"64","9348578","103932740","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide required supplies at sinks","2017-03-20","S - Significant","Corrected During Inspection","",""
"65","9348578","103932740","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2017-03-20","S - Significant","Corrected During Inspection","",""
"66","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to properly wash equipment","2017-08-18","M - Minor","Notice to Comply","",""
"67","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to use proper procedure(s) to ensure food safety","2017-08-18","S - Significant","Notice to Comply","",""
"68","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to properly wash surfaces in rooms","2017-08-18","M - Minor","Notice to Comply","",""
"69","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide separate handwashing sink(s)","2017-08-18","S - Significant","Notice to Comply","",""
"70","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to properly maintain equipment","2017-08-18","S - Significant","Notice to Comply","",""
"71","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide required supplies at sinks","2017-08-18","S - Significant","Notice to Comply","",""
"72","9348578","104034807","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2017-08-18","C - Crucial","Notice to Comply","",""
"73","9348578","104034908","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2017-08-25","S - Significant","Corrected During Inspection","",""
"74","9348578","104099736","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C)","2017-11-27","S - Significant","Corrected During Inspection","",""
"75","9348578","104099736","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide proper equipment","2017-11-27","M - Minor","Notice to Comply","",""
"76","9348578","104099736","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2017-11-27","S - Significant","Corrected During Inspection","",""
"77","9348578","104099736","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2017-11-27","S - Significant","Corrected During Inspection","",""
"78","9013060","103892858","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2017-01-17","","","",""
"79","9013060","103974019","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2017-05-24","","","",""
"80","9013060","104077502","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2017-10-23","","","",""
"81","10553551","103947787","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash surfaces in rooms","2017-04-11","M - Minor","Notice to Comply","",""
"82","10553551","103947787","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash equipment","2017-04-11","M - Minor","Notice to Comply","",""
"83","10553551","104032822","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","","2017-08-16","","","",""
"84","10553551","104081906","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","","2017-11-20","","","",""
"85","10464953","104055784","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","","2017-09-18","","","",""
"86","10569465","103942549","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operator fail to properly wash equipment","2017-04-03","M - Minor","Notice to Comply","",""
"87","10569465","103942549","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2017-04-03","S - Significant","Corrected During Inspection","",""
"88","10569465","103942549","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operator fail to properly maintain rooms","2017-04-03","M - Minor","Notice to Comply","",""
"89","10569465","103942549","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to Produce Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(c)","2017-04-03","NA - Not Applicable","Notice to Comply","",""
"90","10569465","104039988","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","","2017-08-24","","","",""
"91","10569465","104116211","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operator fail to properly wash equipment","2017-12-20","M - Minor","Notice to Comply","",""
"92","10447525","103992335","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","","2017-06-22","","","",""
"93","10447525","104083007","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2017-10-31","M - Minor","Notice to Comply","",""
"94","10318628","104008771","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2017-06-28","","","",""
"95","10318628","104077311","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2017-10-20","","","",""
"96","10495816","103961834","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2017-05-04","","","",""
"97","10495816","104085073","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2017-11-02","","","",""
"98","10487649","103908775","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Operator fail to provide proper equipment","2017-02-08","M - Minor","Notice to Comply","",""
"99","10487649","103908775","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Operator fail to properly wash equipment","2017-02-08","M - Minor","Notice to Comply","",""
"100","10487649","104029373","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Operator fail to properly wash surfaces in rooms","2017-08-10","M - Minor","Notice to Comply","",""
"101","9000031","103998316","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2017-06-20","","","",""
"102","9000031","104097347","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2017-11-22","","","",""
"103","9000046","103995036","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2017-06-20","M - Minor","Notice to Comply","",""
"104","9000046","104062430","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2017-09-27","M - Minor","Notice to Comply","",""
"105","9016832","103885618","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2017-01-05","","","",""
"106","9016832","104107687","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly maintain rooms","2017-12-08","M - Minor","Notice to Comply","",""
"107","9043776","103931815","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2017-03-16","","","",""
"108","9043776","104007251","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2017-07-14","","","",""
"109","10284603","103890340","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2017-01-12","","","",""
"110","10284603","104025578","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to provide proper equipment","2017-08-03","M - Minor","Notice to Comply","",""
"111","10349645","103898288","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly wash surfaces in rooms","2017-01-24","M - Minor","Notice to Comply","",""
"112","10349645","103898288","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide hand washing supplies","2017-01-24","S - Significant","Corrected During Inspection","",""
"113","10349645","103898288","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide easily readable thermometer(s)","2017-01-24","S - Significant","Corrected During Inspection","",""
"114","10349645","103898288","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide required supplies at sinks","2017-01-24","S - Significant","Corrected During Inspection","",""
"115","10349645","104091314","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide hand washing supplies","2017-11-14","S - Significant","Corrected During Inspection","",""
"116","10349645","104091314","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly wash surfaces in rooms","2017-11-14","M - Minor","Notice to Comply","",""
"117","10349645","104091314","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide washroom supplies","2017-11-14","S - Significant","Corrected During Inspection","",""
"118","10294608","103967658","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2017-05-12","M - Minor","Notice to Comply","",""
"119","10294608","103967658","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2017-05-12","S - Significant","Corrected During Inspection","",""
"120","10294608","103967658","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","USE EQUIPMENT NOT FREE FROM CRACKS IN CONTACT WITH FOOD O. REG  562/90 SEC. 19(1)(B)","2017-05-12","S - Significant","Corrected During Inspection","",""
"121","10294608","103967658","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","SPRAY LARGE UTENSIL WITH CHEMICAL SOLUTION AT LESS THAN DOUBLE STRENGTH O. REG  562/90 SEC. 82(B)","2017-05-12","S - Significant","Corrected During Inspection","",""
"122","10294608","103967658","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2017-05-12","M - Minor","Notice to Comply","",""
"123","10294608","104029402","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2017-08-10","M - Minor","Notice to Comply","",""
"124","10294608","104029402","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide proper equipment","2017-08-10","M - Minor","Notice to Comply","",""
"125","10294608","104029402","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain equipment(NON-FOOD)","2017-08-10","M - Minor","Notice to Comply","",""
"126","10325721","103979477","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-05-31","","","",""
"127","10325721","104022817","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"128","10300069","103979411","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2017-06-01","M - Minor","Notice to Comply","",""
"129","10300069","103979411","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2017-06-01","S - Significant","Corrected During Inspection","",""
"130","10300069","104019883","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2017-07-27","","","",""
"131","10475817","103979440","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash surfaces in rooms","2017-06-01","M - Minor","Notice to Comply","",""
"132","10531045","103979444","215- INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash surfaces in rooms","2017-06-01","M - Minor","Notice to Comply","",""
