""Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"1","10500438","104918556","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-12-08","M - Minor","Notice to Comply","",""
"2","10441981","104906131","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2021-11-10","","","",""
"3","10589964","104916089","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2021-12-01","M - Minor","Notice to Comply","",""
"4","9348578","104816923","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2021-03-17","","","",""
"5","9013060","104802327","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2021-02-04","","","",""
"6","10742080","104900953","156 CUMBERLAND","Restaurant","156 CUMBERLAND ST","43.67005","-79.39334","Pass","2","","2021-10-27","","","",""
"7","10553551","104909851","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","","2021-11-24","","","",""
"8","10569465","104914631","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-11-29","M - Minor","Notice to Comply","",""
"9","10741800","104899104","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","Fail to protect against entry of pests - Sec. 13(1)","2021-10-22","M - Minor","Notice to Comply","",""
"10","10741800","104899104","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-10-22","M - Minor","Notice to Comply","",""
"11","10318628","104794235","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2021-01-12","","","",""
"12","10725526","104810406","2 AMIGOS LATINOS RESTAURANT","Food Take Out","1650 JANE ST, Unit-1","43.70099","-79.50362","Pass","2","","2021-03-01","","","",""
"13","10487649","104846895","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","","2021-06-04","","","",""
"14","10349645","104808466","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to provide adequate number of handwashing stations - Sec. 7(3)(c)   ","2021-02-23","S - Significant","Notice to Comply","",""
"15","10349645","104808466","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2021-02-23","NA - Not Applicable","Notice to Comply","",""
"16","10349645","104808506","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","","2021-03-02","","","",""
"17","10559262","104833655","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32","2021-04-30","NA - Not Applicable","Notice to Comply","",""
"18","10604803","104902630","241 PIZZA","Food Take Out","451 PARLIAMENT ST","43.66356","-79.36755","Pass","2","","2021-11-01","","","",""
"19","10405652","104825720","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","","2021-04-13","","","",""
"20","10405652","104849003","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-06-09","M - Minor","Notice to Comply","",""
"21","10428037","104916548","3030","Restaurant","3030 DUNDAS ST W","43.66583","-79.4705","Pass","3","","2021-12-02","","","",""
"22","9003137","104886359","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2021-09-23","","","",""
"23","10729436","104832805","3A FOOD PRODUCTS","Food Take Out","23 MILLIKEN BLVD, Unit-B18","43.80414","-79.29508","Pass","2","","2021-04-28","","","",""
"24","10732968","104853759","43N Degree BBQ","Restaurant","5287 YONGE ST","43.77275","-79.41343","Pass","2","","2021-06-24","","","",""
"25","10732968","104909814","43N Degree BBQ","Restaurant","5287 YONGE ST","43.77275","-79.41343","Pass","2","","2021-11-17","","","",""
"26","10739955","104888980","44 TORONTO","Cocktail Bar / Beverage Room","627 KING ST W, Unit-P1/P2","43.64398","-79.40141","Pass","2","","2021-09-28","","","",""
"27","10617002","104846651","5 SPICE DINING","Restaurant","2826 MARKHAM RD","43.82307","-79.24781","Pass","3","Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) ","2021-06-04","C - Crucial","Notice to Comply","",""
"28","10617002","104846651","5 SPICE DINING","Restaurant","2826 MARKHAM RD","43.82307","-79.24781","Pass","3","Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)","2021-06-04","C - Crucial","Notice to Comply","",""
"29","10617002","104846916","5 SPICE DINING","Restaurant","2826 MARKHAM RD","43.82307","-79.24781","Pass","3","","2021-06-08","","","",""
"30","10700371","104843045","51 LISGAR-TPH-AANGEN","Serving Kitchen","51 LISGAR ST","43.64229","-79.42296","Pass","2","","2021-05-26","","","",""
"31","9000116","104819903","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","","2021-03-24","","","",""
"32","10700853","104832014","7 Baker","Food Take Out","300 BOROUGH DR, Unit-R007","43.77629","-79.25802","Pass","2","","2021-08-19","","","",""
"33","9000144","104873939","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","Fail to protect food from contamination or adulteration - Sec. 26(1) ","2021-08-19","C - Crucial","Notice to Comply","",""
"34","9000144","104873939","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-08-19","M - Minor","Notice to Comply","",""
"35","9000144","104873939","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ","2021-08-19","S - Significant","Notice to Comply","",""
"36","9000144","104873939","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","Fail to provide adequate number of handwashing stations - Sec. 7(3)(c)   ","2021-08-19","S - Significant","Notice to Comply","",""
"37","9000144","104873939","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2021-08-19","M - Minor","Notice to Comply","",""
"38","9000144","104873952","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2021-08-23","","","",""
"39","9000144","104909819","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2021-11-17","","","",""
"40","9013825","104825800","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129","Pass","2","","2021-04-13","","","",""
"41","9013829","104804307","7-ELEVEN","Food Store (Convenience/Variety)","2480 LAKE SHORE BLVD W","43.6131","-79.4901","Pass","2","","2021-01-18","","","",""
"42","9421826","104819262","7-ELEVEN","Food Store (Convenience/Variety)","1 EGLINTON AVE E","43.70659","-79.39777","Pass","2","","2021-03-23","","","",""
"43","10205717","104814169","7-ELEVEN","Food Take Out","980 ISLINGTON AVE","43.62909","-79.51737","Pass","2","","2021-05-21","","","",""
"44","10509153","104829167","8 Noodles/Eight Noodles","Restaurant","3309 SHEPPARD AVE E","43.7783","-79.30887","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2021-04-20","M - Minor","Notice to Comply","",""
"45","10699275","104797067","99 MYTHIC TASTE - NORTH YORK","Restaurant","5418 YONGE ST","43.77553","-79.41525","Pass","2","","2021-01-25","","","",""
"46","10652896","104892734","99 SUSHI","Restaurant","170 EGLINTON AVE E","43.70804","-79.39322","Pass","3","","2021-10-06","","","",""
"47","9000200","104915926","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2021-12-01","M - Minor","Notice to Comply","",""
"48","9000200","104915926","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","Food premise not maintained with floors in good repair in food-handling room - Sec. 7(1)(g)  ","2021-12-01","M - Minor","Notice to Comply","",""
"49","9042935","104829966","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","","2021-04-21","","","",""
"50","10450267","104844944","A & W","Restaurant","35 EGLINTON AVE E","43.70677","-79.39693","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-05-31","M - Minor","Notice to Comply","",""
"51","10554107","104804519","A & W","Restaurant","496 YONGE ST","43.66309","-79.38403","Pass","2","","2021-02-09","","","",""
"52","10554107","104902008","A & W","Restaurant","496 YONGE ST","43.66309","-79.38403","Pass","2","","2021-10-29","","","",""
"53","10566778","104896664","A & W","Restaurant","832 COLLEGE ST","43.65461","-79.42265","Pass","2","","2021-10-19","","","",""
"54","10569318","104838826","A & W","Restaurant","1638 AVENUE RD","43.72582","-79.41742","Pass","2","","2021-05-13","","","",""
"55","10576306","104795453","A & W","Restaurant","8 MERCER ST","43.64598","-79.38994","Pass","2","","2021-01-15","","","",""
"56","10576306","104843255","A & W","Restaurant","8 MERCER ST","43.64598","-79.38994","Pass","2","","2021-05-26","","","",""
"57","10588324","104863124","A & W","Restaurant","2856 DUNDAS ST W","43.66558","-79.4649","Pass","2","","2021-07-19","","","",""
"58","10611892","104872995","A & W","Restaurant","75 BILLY BISHOP WAY, Unit-B7","43.73284","-79.45104","Pass","2","","2021-08-17","","","",""
"59","10624236","104792255","A & W","Restaurant","2633 YONGE ST, Unit-2625","43.71537","-79.39991","Pass","2","","2021-01-05","","","",""
"60","10640841","104797251","A & W","Restaurant","605 ROGERS RD","43.68162","-79.47451","Pass","2","","2021-01-20","","","",""
"61","10654459","104816856","A & W","Restaurant","45 OVERLEA BLVD","43.70555","-79.34626","Pass","2","","2021-03-17","","","",""
"62","10658923","104797269","A & W","Restaurant","355 CHURCH ST, Bldg-1","43.66043","-79.37848","Pass","2","","2021-01-20","","","",""
"63","10659061","104794739","A & W","Restaurant","3318 KEELE ST","43.73465","-79.48393","Pass","2","","2021-01-14","","","",""
"64","10670952","104801403","A & W","Restaurant","3571 SHEPPARD AVE E","43.78031","-79.29914","Pass","1","","2021-02-02","","","",""
"65","10670952","104821513","A & W","Restaurant","3571 SHEPPARD AVE E","43.78031","-79.29914","Pass","1","","2021-03-29","","","",""
"66","10726907","104818753","A & W","Restaurant","85 FRONT ST E","43.64899","-79.37235","Pass","2","","2021-03-22","","","",""
"67","10726907","104872026","A & W","Restaurant","85 FRONT ST E","43.64899","-79.37235","Pass","2","","2021-08-13","","","",""
"68","10728036","104825010","A & W","Restaurant","1530 ALBION RD","43.74177","-79.58461","Pass","2","","2021-04-08","","","",""
"69","10728036","104875500","A & W","Restaurant","1530 ALBION RD","43.74177","-79.58461","Pass","2","","2021-08-23","","","",""
"70","10733321","104855707","A & W","Restaurant","167 CHURCH ST, Unit-3","43.65444","-79.37596","Pass","2","","2021-06-29","","","",""
"71","10733321","104919505","A & W","Restaurant","167 CHURCH ST, Unit-3","43.65444","-79.37596","Pass","2","","2021-12-10","","","",""
"72","10385317","104900514","A & W EXPRESS/COUNTRY STYLE","Food Take Out","20 BLOOR ST E, Flr-8","43.67076","-79.38544","Pass","2","Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32","2021-10-25","NA - Not Applicable","Notice to Comply","",""
"73","10385317","104900514","A & W EXPRESS/COUNTRY STYLE","Food Take Out","20 BLOOR ST E, Flr-8","43.67076","-79.38544","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-10-25","M - Minor","Notice to Comply","",""
"74","10621720","104837916","A & W RESTAURANT","Restaurant","1115 BLOOR ST W, Unit-4","43.65993","-79.43477","Pass","2","","2021-05-12","","","",""
"75","10587126","104801202","A + W","Restaurant","1277 YORK MILLS RD","43.76055","-79.32521","Pass","1","","2021-02-02","","","",""
"76","10738186","104879648","A AND D GROCERY INC","Food Store (Convenience/Variety)","55 OAKMOUNT RD","43.65676","-79.46315","Pass","1","","2021-09-02","","","",""
"77","10729338","104832069","A BETTER WAY RETIREMENT HOME","Retirement Homes(Licensed)","22 PURPLEDUSK TRL","43.78365","-79.20761","Pass","3","","2021-04-27","","","",""
"78","10726605","104817058","A BETTER WAY RETIREMENT HOME CORP.","Retirement Homes(Licensed)","34 MIDDLEPORT CRES","43.81549","-79.21706","Pass","3","Fail to maintain ventilation system to ensure elimination of odours - Sec. 11","2021-03-17","M - Minor","Notice to Comply","",""
"79","10639975","104898319","A LA TURK","Restaurant","3443 YONGE ST","43.73358","-79.40423","Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2021-10-20","S - Significant","Notice to Comply","",""
"80","10639975","104898319","A LA TURK","Restaurant","3443 YONGE ST","43.73358","-79.40423","Pass","3","Operate food premise - equipment not arranged to permit cleaning - Sec. 9","2021-10-20","M - Minor","Notice to Comply","",""
"81","10639975","104898319","A LA TURK","Restaurant","3443 YONGE ST","43.73358","-79.40423","Pass","3","Fail to maintain records of pest control measures taken - Sec. 13(2)","2021-10-20","S - Significant","Notice to Comply","",""
"82","10639975","104898319","A LA TURK","Restaurant","3443 YONGE ST","43.73358","-79.40423","Pass","3","Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) ","2021-10-20","C - Crucial","Notice to Comply","",""
"83","10639975","104898563","A LA TURK","Restaurant","3443 YONGE ST","43.73358","-79.40423","Pass","3","","2021-11-10","","","",""
"84","10222572","104798599","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-01-25","M - Minor","Notice to Comply","",""
"85","10222572","104798599","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","Operate food premise - equipment not arranged to permit cleaning - Sec. 9","2021-01-25","M - Minor","Notice to Comply","",""
"86","10222572","104921194","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","Fail to protect against entry of pests - Sec. 13(1)","2021-12-15","M - Minor","Notice to Comply","",""
"87","10222572","104921194","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-12-15","M - Minor","Notice to Comply","",""
"88","10222572","104921194","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2021-12-15","S - Significant","Corrected During Inspection","",""
"89","10630748","104859736","A&W","Restaurant","1190 DANFORTH AVE, Bldg-1190","43.68174","-79.33224","Pass","2","","2021-07-09","","","",""
"90","10636301","104799434","A&W","Restaurant","359 BROADVIEW AVE","43.66536","-79.35239","Pass","2","OPERATE FOOD PREMISE -RINSE WATER TEMPERATURE THERMOMETER NOT EASILY READABLE  - SEC.  20(1)(B)","2021-01-26","S - Significant","Corrected During Inspection","",""
"91","10639342","104921311","A&W","Food Court Vendor","900 DUFFERIN ST","43.65602","-79.43523","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-12-15","M - Minor","Notice to Comply","",""
"92","10725446","104809927","A&W","Restaurant","875 QUEEN ST E, Unit-106","43.66014","-79.34308","Pass","2","","2021-02-26","","","",""
"93","10727501","104822067","A&W","Restaurant","1010 WILSON AVE, Bldg-A","43.72862","-79.47822","Pass","2","","2021-03-30","","","",""
"94","10740062","104889688","A&W","Restaurant","501 ST CLAIR AVE W, Unit-501A","43.68302","-79.418","Pass","2","","2021-09-29","","","",""
"95","10741973","104900125","A&W","Restaurant","642 CHURCH ST","43.66999","-79.38298","Pass","2","","2021-10-25","","","",""
"96","10743371","104908383","A&W","Restaurant","2004 QUEEN ST E","43.67029","-79.29968","Pass","2","","2021-11-15","","","",""
"97","10722564","104793013","A&W RESTAURANT","Restaurant","2151 ST CLAIR AVE W, Bldg-0","43.6709","-79.4731","Pass","2","","2021-01-08","","","",""
"98","10722564","104892184","A&W RESTAURANT","Restaurant","2151 ST CLAIR AVE W, Bldg-0","43.6709","-79.4731","Pass","2","","2021-10-05","","","",""
"99","9021965","104795736","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2021-01-15","M - Minor","Notice to Comply","",""
"100","9021965","104914580","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2021-11-30","S - Significant","Corrected During Inspection","",""
"101","10738378","104880528","A-OK CAFE","Restaurant","25 THE WEST MALL, Unit-1998A","43.61265","-79.55597","Pass","1","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ","2021-09-07","S - Significant","Corrected During Inspection","",""
"102","9000239","104817939","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-03-19","M - Minor","Notice to Comply","",""
"103","9000239","104817939","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-03-19","M - Minor","Notice to Comply","",""
"104","10733072","104854304","A1 CASH + CARRY","Food Depot","1168 CALEDONIA RD","43.71594","-79.46797","Pass","1","","2021-06-24","","","",""
"105","10734510","104861531","AANGEN - COWAN KITCHEN","Community Kitchen (Meal Program)","201 COWAN AVE","43.64075","-79.43229","Pass","2","","2021-07-14","","","",""
"106","9000263","104846481","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ","2021-06-03","S - Significant","Notice to Comply","",""
"107","9000263","104846481","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) ","2021-06-03","C - Crucial","Notice to Comply","",""
"108","9000263","104846481","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2021-06-03","S - Significant","Notice to Comply","",""
"109","9000263","104846482","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","","2021-06-07","","","",""
"110","9000263","104900926","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","","2021-10-27","","","",""
"111","10409628","104923431","ABC ACADEMY","Child Care - Catered","1432 BAYVIEW AVE","43.70208","-79.37406","Pass","2","","2021-12-21","","","",""
"112","10624262","104917682","ABC Euro Delicatessen","Supermarket","6 LEBOVIC AVE, -#D4","43.7244","-79.29297","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2021-12-08","M - Minor","Notice to Comply","",""
"113","10631383","104897943","ABOGIDA LOUNGE","Restaurant","1393 DANFORTH AVE","43.68229","-79.32765","Pass","3","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2021-10-19","S - Significant","Corrected During Inspection","",""
"114","10324725","104806707","ABSOLUTE BAKERY","Bakery","589 PARLIAMENT ST","43.66755","-79.36916","Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2021-02-17","S - Significant","Notice to Comply","",""
"115","10324725","104806707","ABSOLUTE BAKERY","Bakery","589 PARLIAMENT ST","43.66755","-79.36916","Pass","3","Fail to ensure storage pallets designed to protect against contamination - Sec. 31","2021-02-17","C - Crucial","Notice to Comply","",""
"116","10324725","104806707","ABSOLUTE BAKERY","Bakery","589 PARLIAMENT ST","43.66755","-79.36916","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-02-17","M - Minor","Notice to Comply","",""
"117","10324725","104806707","ABSOLUTE BAKERY","Bakery","589 PARLIAMENT ST","43.66755","-79.36916","Pass","3","Operate food premise - equipment not arranged to permit maintenance in sanitary condition - Sec. 9","2021-02-17","M - Minor","Notice to Comply","",""
"118","10324725","104806708","ABSOLUTE BAKERY","Bakery","589 PARLIAMENT ST","43.66755","-79.36916","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-02-19","M - Minor","Notice to Comply","",""
"119","9010089","104906197","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","Operate food premise - equipment not arranged to permit cleaning - Sec. 9","2021-11-09","M - Minor","Notice to Comply","",""
"120","10564652","104892854","ABYSSINA ETHIOPIAN RESTAURANT","Restaurant","884 DANFORTH AVE","43.68015","-79.33986","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2021-10-06","S - Significant","Corrected During Inspection","",""
"121","10728438","104827066","ABYSSINIA YYZ","Restaurant","2038 YONGE ST","43.7013","-79.39754","Pass","2","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2021-05-27","M - Minor","Notice to Comply","",""
"122","10391330","104904145","ACQUA FINE FOODS","Food Caterer","671 THE QUEENSWAY","43.62704","-79.49903","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-11-04","M - Minor","Notice to Comply","",""
"123","9000306","104818395","ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE","43.69704","-79.46287","Pass","2","","2021-03-25","","","",""
"124","10634147","104757431","ADAM'S PUB","Restaurant","1760 VICTORIA PARK AVE","43.7366","-79.30792","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2021-06-04","M - Minor","Notice to Comply","",""
"125","9000316","104879312","ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE, Unit -Bsmt","43.73855","-79.43123","Pass","2","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2021-11-25","M - Minor","Notice to Comply","",""
"126","10614884","104855850","ADATH ISRAEL CONGREGATION - CATERING KITCHEN","Food Caterer","37 SOUTHBOURNE AVE","43.73855","-79.43123","Pass","3","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN WASH WATER BETWEEN 60 C AND 71 C - SEC. 20(1)(A)(I) ","2021-09-02","S - Significant","Corrected During Inspection","",""
"127","9052471","104811661","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","","2021-03-03","","","",""
"128","10479160","104877108","ADI BIRYANI & KABOB HOUSE","Restaurant","462 BIRCHMOUNT RD","43.70729","-79.2696","Pass","3","Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)","2021-08-26","C - Crucial","Notice to Comply","",""
"129","10479160","104877108","ADI BIRYANI & KABOB HOUSE","Restaurant","462 BIRCHMOUNT RD","43.70729","-79.2696","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2021-08-26","M - Minor","Notice to Comply","",""
"130","10479160","104877108","ADI BIRYANI & KABOB HOUSE","Restaurant","462 BIRCHMOUNT RD","43.70729","-79.2696","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2021-08-26","M - Minor","Notice to Comply","",""
"131","10479160","104877108","ADI BIRYANI & KABOB HOUSE","Restaurant","462 BIRCHMOUNT RD","43.70729","-79.2696","Pass","3","USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ","2021-08-26","S - Significant","Notice to Comply","",""
"132","10479160","104877109","ADI BIRYANI & KABOB HOUSE","Restaurant","462 BIRCHMOUNT RD","43.70729","-79.2696","Pass","3","","2021-09-20","","","",""
"133","10729556","104833558","ADOBO FRESH BURRITO MEXICAN GRILL","Restaurant","16 RICHARDSON ST, Unit-3","43.64558","-79.36867","Pass","2","","2021-04-30","","","",""
"134","10497005","104795852","ADONIS","Supermarket","20 ASHTONBEE RD","43.7294","-79.29099","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2021-01-15","M - Minor","Notice to Comply","",""
"135","10497005","104795852","ADONIS","Supermarket","20 ASHTONBEE RD","43.7294","-79.29099","Pass","3","USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ","2021-01-15","S - Significant","Corrected During Inspection","",""
"136","10497005","104903892","ADONIS","Supermarket","20 ASHTONBEE RD","43.7294","-79.29099","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2021-11-03","M - Minor","Notice to Comply","",""
"137","10497005","104903892","ADONIS","Supermarket","20 ASHTONBEE RD","43.7294","-79.29099","Pass","3","USE FOOD EQUIPMENT NOT OF SOUND AND TIGHT CONSTRUCTION - SEC. 8(1)(A) ","2021-11-03","S - Significant","Corrected During Inspection","",""
