"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"17","10300086","103066273","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"18","10417459","102958905","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"19","10417459","103063984","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"20","10334795","102958929","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"21","10334795","103061242","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"22","10300071","102958045","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"23","10300071","103060859","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"24","10445478","103063982","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"25","10334585","102957857","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"26","10334585","103066259","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"27","10349216","102959078","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"28","10349216","103061243","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash surfaces in rooms","2013-08-28","M - Minor","Notice to Comply","",""
"29","9348578","102964320","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2013-04-09","","","",""
"30","9348578","103029960","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2013-07-18","","","",""
"31","9348578","103091049","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2013-10-17","","","",""
"32","9013060","102925211","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2013-02-14","","","",""
"33","9013060","102991086","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2013-05-17","","","",""
"34","9013060","103087910","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2013-10-09","","","",""
"35","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2013-05-28","NA - Not Applicable","Notice to Comply","",""
"36","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to use proper procedure(s) to ensure food safety","2013-05-28","S - Significant","Notice to Comply","",""
"37","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to meet washroom requirements","2013-05-28","M - Minor","Notice to Comply","",""
"38","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to provide adequate lighting","2013-05-28","M - Minor","Notice to Comply","",""
"39","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to properly wash multi-use utensils","2013-05-28","S - Significant","Notice to Comply","",""
"40","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator must ensure that the eating or drinking establishment license is continually posted adjacent to the food safety inspection notice. Muncipal Code Chapter 545 Sec. 5G(4)","2013-05-28","NA - Not Applicable","Notice to Comply","",""
"41","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to provide separate handwashing sink(s)","2013-05-28","S - Significant","Notice to Comply","",""
"42","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Employee fail to wash hands when required","2013-05-28","C - Crucial","Notice to Comply","",""
"43","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to provide accurate indicating thermometer(s)","2013-05-28","S - Significant","Notice to Comply","",""
"44","10464953","102997657","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Did hinder or obstruct a public health inspector under the direction of the Medical Officer of Health to carry out a power, duty or direction under the ACT - Health Promotion and Protection Act RSO 1990, Chapter  H.7 Sec. 42(1)","2013-05-28","NA - Not Applicable","Summons","Conviction - Fined","1125"
"45","10464953","102997658","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","Operator fail to meet washroom requirements","2013-06-13","M - Minor","Notice to Comply","",""
"46","10464953","102997658","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH CLOTH ROLLER TOWEL, PAPER TOWELS, SINGLE SERVICE TOWELS OR DRYER O. REG  562/90 SEC. 68(3)(E)","2013-06-13","S - Significant","Corrected During Inspection","",""
"47","10447525","102998632","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","","2013-05-31","","","",""
"48","10447525","103078474","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","","2013-09-30","","","",""
"49","10318628","103015986","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2013-06-24","","","",""
"50","10318628","103097719","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2013-10-25","","","",""
"51","9000031","102901858","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2013-01-03","","","",""
"52","9000031","103068695","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2013-09-13","","","",""
"53","9000046","102964451","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2013-04-09","M - Minor","Notice to Comply","",""
"54","9000046","103120723","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2013-11-28","M - Minor","Notice to Comply","",""
"55","9016832","102959122","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2013-03-20","","","",""
"56","9016832","103070368","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2013-09-18","","","",""
"57","9043776","103016539","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2013-06-27","","","",""
"58","9043776","103119891","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2013-11-29","S - Significant","Corrected During Inspection","",""
"59","9043776","103119891","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly wash equipment","2013-11-29","M - Minor","Notice to Comply","",""
"60","9043776","103119891","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to provide proper equipment","2013-11-29","M - Minor","Notice to Comply","",""
"61","10284603","103000415","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2013-06-05","","","",""
"62","10349645","102915774","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2013-02-11","S - Significant","Corrected During Inspection","",""
"63","10349645","102915774","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH TOILET PAPER O. REG  562/90 SEC. 68(3)(A)","2013-02-11","S - Significant","Corrected During Inspection","",""
"64","10349645","102915774","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH CLOTH ROLLER TOWEL, PAPER TOWELS, SINGLE SERVICE TOWELS OR DRYER O. REG  562/90 SEC. 68(3)(E)","2013-02-11","S - Significant","Corrected During Inspection","",""
"65","10349645","103073109","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly wash surfaces in rooms","2013-09-03","M - Minor","Notice to Comply","",""
"66","10294608","102903338","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2013-01-21","M - Minor","Notice to Comply","",""
"67","10294608","102903338","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash equipment","2013-01-21","M - Minor","Notice to Comply","",""
"68","10294608","102942173","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2013-03-06","M - Minor","Notice to Comply","",""
"69","10294608","102942173","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide headgear","2013-03-06","M - Minor","Notice to Comply","",""
"70","10294608","102942173","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash equipment","2013-03-06","M - Minor","Notice to Comply","",""
"71","10294608","103106520","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide washroom supplies","2013-11-07","S - Significant","Notice to Comply","",""
"72","10294608","103106520","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide required supplies at sinks","2013-11-07","S - Significant","Notice to Comply","",""
"73","10294608","103106520","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to clean washroom fixtures","2013-11-07","S - Significant","Notice to Comply","",""
"74","10294608","103106520","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2013-11-07","NA - Not Applicable","Notice to Comply","",""
"75","10294608","103106520","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2013-11-07","M - Minor","Notice to Comply","",""
"76","10294608","103106522","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","","2013-11-19","","","",""
"77","10325721","102958060","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"78","10300069","102958655","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"79","10300069","103060866","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"80","10475817","103069127","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"81","10300066","102958037","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2013-04-02","","","",""
"82","10300083","102958666","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2013-04-02","M - Minor","Notice to Comply","",""
"83","10300083","103065680","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"84","10300083","103120551","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2013-12-01","M - Minor","Notice to Comply","",""
"85","10300083","103120551","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2013-12-01","M - Minor","Notice to Comply","",""
"86","10399648","103039795","2257029 ONTARIO INC.","Mobile Food Preparation Premises","235 QUEENS QUAY W","43.63912","-79.38289","Pass","2","","2013-08-02","","","",""
"87","10300065","102958032","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"88","10300065","103060865","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"89","10431057","102958899","233-PIZZA NOVA","Restaurant","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"90","10300063","102958671","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"91","10300063","103061225","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2013-08-28","M - Minor","Notice to Comply","",""
"92","10300063","103061225","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2013-08-28","S - Significant","Corrected During Inspection","",""
"93","10300063","103120423","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-12-01","","","",""
"94","10405652","102961200","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","","2013-04-05","","","",""
"95","10405652","102964043","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Operate food premise - fail to equip facility with hot and cold water O. Reg  562/90 Sec. 68(3)(b)","2013-04-10","S - Significant","Notice to Comply","",""
"96","10405652","102964043","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Operate food premise - fail to keep facility clean O. Reg  562/90 Sec. 68(2)(b)","2013-04-10","M - Minor","Notice to Comply","",""
"97","10405652","102964043","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Operator fail to ensure floor of food-handling room kept in good repair O. Reg  562/90 Sec. 59(h)","2013-04-10","M - Minor","Notice to Comply","",""
"98","10405652","102964043","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Fail to protect food from contamination or adulteration O. Reg  562/90 Sec. 26","2013-04-10","C - Crucial","Notice to Comply","",""
"99","10405652","102964043","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Fail to provide hot and cold water for hand washing in food preparation area O. Reg  562/90 Sec. 20(1)(c)","2013-04-10","S - Significant","Notice to Comply","",""
"100","10405652","102964043","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2013-04-10","S - Significant","Corrected During Inspection","",""
"101","10405652","102964055","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Operator fail to ensure floor of food-handling room kept in good repair O. Reg  562/90 Sec. 59(h)","2013-04-12","M - Minor","Notice to Comply","",""
"102","10405652","103073649","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","","2013-09-23","","","",""
"103","10325719","102957820","3-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to provide proper equipment","2013-04-02","M - Minor","Notice to Comply","",""
"104","9000097","103011162","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","","2013-06-07","","","",""
"105","9000097","103120422","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","","2013-11-29","","","",""
"106","10428037","103005739","3030","Restaurant","3030 DUNDAS ST W","43.66583","-79.4705","Pass","3","IMMERSE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE O. REG  562/90 SEC. 75(1)(B)","2013-06-12","S - Significant","Corrected During Inspection","",""
"107","10428037","103052598","3030","Restaurant","3030 DUNDAS ST W","43.66583","-79.4705","Pass","3","Operator fail to properly wash surfaces in rooms","2013-07-30","M - Minor","Notice to Comply","",""
"108","10428037","103052598","3030","Restaurant","3030 DUNDAS ST W","43.66583","-79.4705","Pass","3","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2013-07-30","S - Significant","Corrected During Inspection","",""
"109","10330988","102902585","338 VEGETABLE & FRUIT","Food Store (Convenience/Variety)","631 GERRARD ST E","43.66561","-79.35074","Pass","1","Operator fail to properly wash surfaces in rooms","2013-01-21","M - Minor","Notice to Comply","",""
"110","10330988","102902585","338 VEGETABLE & FRUIT","Food Store (Convenience/Variety)","631 GERRARD ST E","43.66561","-79.35074","Pass","1","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2013-01-21","S - Significant","Corrected During Inspection","",""
"111","10330988","102902585","338 VEGETABLE & FRUIT","Food Store (Convenience/Variety)","631 GERRARD ST E","43.66561","-79.35074","Pass","1","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH CLOTH ROLLER TOWEL, PAPER TOWELS, SINGLE SERVICE TOWELS OR DRYER O. REG  562/90 SEC. 68(3)(E)","2013-01-21","S - Significant","Corrected During Inspection","",""
"112","9003137","102909538","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2013-01-30","","","",""
"113","9003137","103053057","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2013-08-23","","","",""
"114","9003137","103132672","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2013-12-18","","","",""
"115","10325730","102957831","4-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"116","10365045","102957823","508-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"117","10300084","102958915","514- BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"118","10300084","103060873","514- BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"119","10459514","102958424","517-BIG SMOKE FOOD CO.","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"120","10459514","103063985","517-BIG SMOKE FOOD CO.","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"121","10364705","102958924","520 - FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"122","10364705","103063989","520 - FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"123","10364705","103120360","520 - FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-12-01","","","",""
"124","10300054","102958057","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"125","10300054","103060872","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"126","10300054","103120667","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2013-12-01","M - Minor","Notice to Comply","",""
"127","10300054","103120667","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2013-12-01","M - Minor","Notice to Comply","",""
"128","9000116","102996403","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","OPERATE FOOD PREMISE - RINSE WATER TEMPERATURE THERMOMETER NOT EASILY READABLE O. REG  562/90 SEC. 77(B)","2013-05-30","S - Significant","Corrected During Inspection","",""
"129","9000116","102996403","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to properly wash surfaces in rooms","2013-05-30","M - Minor","Notice to Comply","",""
"130","10300050","102958957","523-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"131","10300050","103061236","523-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2013-08-28","S - Significant","Corrected During Inspection","",""
"132","10300050","103061236","523-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2013-08-28","M - Minor","Notice to Comply","",""
"133","10334654","103063987","529 - UPPER DECK FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-08-28","","","",""
"134","10334654","102958913","529 - UPPER DECK FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"135","10300060","102958896","536-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2013-04-02","","","",""
"136","10453569","102898283","649 Mega Convenience","Food Store (Convenience/Variety)","5651 STEELES AVE E, Unit-22","43.83219","-79.26675","Pass","1","","2013-01-10","","","",""
"137","10467934","103017867","7 DAYS CONVENIENCE","Food Store (Convenience/Variety)","669 BLOOR ST W","43.6639","-79.41583","Pass","1","Operator fail to properly maintain rooms","2013-06-28","M - Minor","Notice to Comply","",""
"138","9417941","102952009","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","Operator fail to properly maintain rooms","2013-03-21","M - Minor","Notice to Comply","",""
"139","9417941","103057427","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2013-08-29","S - Significant","Corrected During Inspection","",""
"140","9417941","103057427","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","Operator fail to properly maintain rooms","2013-08-29","M - Minor","Notice to Comply","",""
"141","9417941","103057427","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","Operator fail to provide proper garbage containers","2013-08-29","M - Minor","Notice to Comply","",""
