"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"1","9008018","100775816","'K' STORE","Food Store (Convenience/Variety)","99 CARLTON ST","43.66205","-79.37747","Pass","1","Operator fail to use proper procedure(s) to ensure food safety","2004-04-21","S - Significant","Notice to Comply","",""
"2","9008018","100775818","'K' STORE","Food Store (Convenience/Variety)","99 CARLTON ST","43.66205","-79.37747","Pass","1","","2004-04-22","","","",""
"3","9348578","100778506","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide properly equipped mechanical washer","2004-04-26","S - Significant","Notice to Comply","",""
"4","9348578","100778506","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2004-04-26","S - Significant","Corrected During Inspection","",""
"5","9348578","100778507","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2004-05-10","","","",""
"6","9348578","100862179","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2004-08-30","","","",""
"7","9348578","100928237","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2004-12-29","","","",""
"8","9013060","100751208","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2004-03-02","","","",""
"9","9013060","100850647","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2004-08-19","","","",""
"10","9013060","100922943","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2004-12-16","S - Significant","Corrected During Inspection","",""
"11","9013060","100922943","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","Operator fail to properly maintain equipment(NON-FOOD)","2004-12-16","M - Minor","Notice to Comply","",""
"12","9000031","100807330","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to properly wash surfaces in rooms","2004-05-13","M - Minor","Notice to Comply","",""
"13","9000031","100903286","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2004-09-10","","","",""
"14","9000046","100789936","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2004-05-18","M - Minor","Notice to Comply","",""
"15","9000046","100789936","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2004-05-18","M - Minor","Notice to Comply","",""
"16","9000046","100789936","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to provide adequate lighting","2004-05-18","M - Minor","Notice to Comply","",""
"17","9000046","100789936","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to provide proper garbage containers","2004-05-18","M - Minor","Notice to Comply","",""
"18","9000046","100789936","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to provide proper equipment","2004-05-18","M - Minor","Notice to Comply","",""
"19","9000046","100880221","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2004-10-05","M - Minor","Notice to Comply","",""
